U0519;21/10/2016;45,16;45,1489;-3,4236;-3,505;861,12;field experiment;0;0;0;72;314;0,00003466;2;1;0,00000011;11;150;0,00001656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;78;0,00000861;0;0;0;0;0;0;0;0;0;0;0;0;12;62;0,00000684;0;0;0;138;52;0,00000574;0;0;0;2;47;0,00000519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0,0000011;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0,00000177;0;0;0;0;0;0;0;0;0;0;0;0;72;619;0,00006833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0,00000088;0;0;0;10;3;0,00000033;0;0;0;0;0;0;4;1;0,00000011;1;39;0,00000431;0;0;0;0;0;0;31;101;0,00001115;0;0;0;11;124;0,00001369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;107;0,00001181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0,0000011;0;0;0;0;0;0;0;0;0;0;0;0;1;85;0,00000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;44;0,00000486;4;212;0,0000234;0;0;0;0;0;0;5;222;0,00002451;1;3;0,00000033;44;362;0,00003996
U0524;22/10/2016;44,7327;44,7328;-2,2924;-2,365;833,4;field experiment;0;0;0;61;242;0,00003028;0;0;0;3;36;0,0000045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;77;0,00000964;0;0;0;0;0;0;0;0;0;0;0;0;5;25;0,00000313;0;0;0;58;35;0,00000438;0;0;0;1;13;0,00000163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;93;0,00001164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;655;0,00008196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;38;0,00000476;0;0;0;0;0;0;7;7;0,00000088;0;0;0;0;0;0;0;0;0;19;49;0,00000613;0;0;0;1;14;0,00000175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;67;0,00000838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;50;0,00000626;3;48;0,00000601;0;0;0;0;0;0;6;206;0,00002578;0;0;0;61;441;0,00005518
U0530;23/10/2016;43,6477;43,6504;-2,116;-2,1907;734,59;field experiment;0;0;0;61;273;0,00003256;2;2;0,00000024;1;8;0,00000095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364;326;0,00003888;0;0;0;0;0;0;8;130;0,0000155;0;0;0;1;6;0,00000072;0;0;0;302;164;0,00001956;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;89;0,00001061;0;0;0;0;0;0;1;16;0,00000191;0;0;0;0;0;0;0;0;0;0;0;0;117;788;0,00009397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;59;0,00000704;0;0;0;0;0;0;51;30;0,00000358;0;0;0;0;0;0;0;0;0;16;52;0,0000062;0;0;0;3;51;0,00000608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;22;0,00000262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;12;0,00000143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0,00000286;0;0;0;0;0;0;10;240;0,00002862;3;93;0,00001109;0;0;0;0;0;0;7;236;0,00002814;0;0;0;90;811;0,00009672
U0536;24/10/2016;44,5068;44,5613;-2,1863;-2,2202;592,82;field experiment;0;0;0;71;424;0,0000459;1;1;0,00000011;4;57;0,00000617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;19;0,00000206;0;0;0;0;0;0;0;0;0;0;0;0;7;35;0,00000379;0;0;0;119;23;0,00000249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;181;0,00001959;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0,00000097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;23;0,00000249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;78;0,00000844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;83;0,00000899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0,00000097;0;0;0;0;0;0;3;45;0,00000487;0;0;0;101;958;0,00010371
U0541;25/10/2016;44,7341;44,7328;-2,2573;-2,3118;808,65;field experiment;0;0;0;53;179;0,00002982;3;1;0,00000017;9;78;0,000013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;51;0,0000085;0;0;0;0;0;0;0;0;0;1;2;0,00000033;3;15;0,0000025;0;0;0;451;241;0,00004015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;850;0,00014161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3898;1290;0,00021492;0;0;0;0;0;0;20;16;0,00000267;1;42;0,000007;0;0;0;0;0;0;75;206;0,00003432;0;0;0;3;40;0,00000666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;120;0,00001999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0,00000083;0;0;0;0;0;0;1;47;0,00000783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0,000001;0;0;0;0;0;0;5;108;0,00001799;0;0;0;0;0;0;0;0;0;10;325;0,00005415;0;0;0;48;417;0,00006947
V0494;29/10/2017;45,1321;45,1033;-3,4695;-3,5431;746,17;field experiment;0;0;0;14;158;0,00001717;1;1,5;0,00000016;10;102,5;0,00001114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0,00000033;0;0;0;0;0;0;1;15;0,00000163;1;7;0,00000076;7;35;0,0000038;3;143,5;0,00001559;22;238;0,00002586;1;48;0,00000522;1;15;0,00000163;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0,00000272;0;0;0;0;0;0;0;0;0;0;0;0;4;360;0,00003912;0;0;0;1;46;0,000005;0;0;0;8;14;0,00000152;0;0;0;2;150;0,0000163;0;0;0;0;0;0;0;0;0;94;920;0,00009997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;46;0,000005;0;0;0;0;0;0;0;0;0;0;0;0;5;128;0,00001391;0;0;0;0;0;0;1;1;0,00000011;0;0;0;0;0;0;1;1;0,00000011;1;54;0,00000587;0;0;0;0;0;0;18;80;0,00000869;0;0;0;13;134;0,00001456;2;23;0,0000025;0;0;0;0;0;0;0;0;0;0;0;0;20;175;0,00001902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0,00000109;8;140;0,00001521;15;640;0,00006955;0;0;0;0;0;0;6;314;0,00003412;0;0;0;54;780;0,00008476
W0534;21/10/2018;46,2636;46,2141;-4,4126;-4,4293;750;field experiment;0;0;0;32;446;0,00005663;0;0;0;13;72;0,00000914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;0,00000178;0;0;0;0;0;0;0;0;0;0;0;0;7;25;0,00000317;0;0;0;16;12;0,00000152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;730;0,00009269;0;0;0;0;0;0;0;0;0;0;0;0;15;92;0,00001168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;44;0,00000559;0;0;0;8;3;0,00000038;0;0;0;0;0;0;5;7;0,00000089;0;0;0;0;0;0;0;0;0;16;71;0,00000901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;136;0,00001727;0;0;0;0;0;0;0;0;0;7;11;0,0000014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0,00000076;0;0;0;0;0;0;3;23;0,00000292;1;61;0,00000775;0;0;0;0;0;0;4;205;0,00002603;0;0;0;58;582;0,0000739
W0545;23/10/2018;45,1745;45,131;-3,3864;-3,4474;846,66;field experiment;0;0;0;25;207;0,00002184;0;0;0;8;57;0,00000601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0,00000063;1;167;0,00001762;0;0;0;0;0;0;1;31;0,00000327;12;47;0,00000496;0;0;0;32;28;0,00000295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;472;0,00004979;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0,00000053;0;0;0;0;0;0;0;0;0;1;83;0,00000876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0,00000074;0;0;0;0;0;0;0;0;0;20;99;0,00001044;0;0;0;3;27;0,00000285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13;0,00000137;0;0;0;0;0;0;0;0;0;7;6;0,00000063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0,00000063;0;0;0;0;0;0;3;40;0,00000422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;565;0,0000596
W0551;24/10/2018;44,805;44,7907;-2,7706;-2,8462;2000;field experiment;0;0;0;13;75;0,00000872;3;2;0,00000023;21;194;0,00002255;0;0;0;0;0;0;0;0;0;0;0;0;3;65;0,00000756;77;1168;0,00013577;48;41;0,00000477;0;0;0;0;0;0;0;0;0;1;5;0,00000058;5;23;0,00000267;0;0;0;22;16;0,00000186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;242;0,00002813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;495;0,00005754;0;0;0;37;787;0,00009148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;671;0,000078;13;1;0,00000012;0;0;0;0;0;0;0;0;0;1;65;0,00000756;0;0;0;0;0;0;9;40;0,00000465;0;0;0;3;36;0,00000418;0;0;0;0;0;0;0;0;0;0;0;0;24;428;0,00004975;10;70;0,00000814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;0,00000302;3;125;0,00001453;22;155;0,00001802;0;0;0;4;207;0,00002406;0;0;0;8;84;0,00000976
W0562;26/10/2018;43,6455;43,6607;-2,1768;-2,2635;685,17;field experiment;0;0;0;13;157;0,0000157;2;2;0,0000002;1;2;0,0000002;1;43;0,0000043;1;54;0,0000054;0;0;0;0;0;0;0;0;0;0;0;0;51;39;0,0000039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;27;0,0000027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0,0000012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;888;0,00008879;0;0;0;0;0;0;1;200;0,00002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0,0000009;0;0;0;3;2;0,0000002;0;0;0;0;0;0;7;6;0,0000006;0;0;0;0;0;0;0;0;0;4;10;0,000001;1;6;0,0000006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;21;0,0000021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;39;0,0000039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;260;0,000026;3;121;0,0000121;0;0;0;0;0;0;1;54;0,0000054;0;0;0;55;566;0,00005659
W0568;27/10/2018;44,3321;44,3486;-2,3215;-2,4118;513,24;field experiment;0;0;0;31;215;0,00002082;13;10;0,00000097;27;265;0,00002566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0,00000068;0;0;0;0;0;0;0;0;0;0;0;0;10;44;0,00000426;1;27;0,00000261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0,00000165;0;0;0;0;0;0;0;0;0;0;0;0;127;717;0,00006942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;78;0,00000755;0;0;0;0;0;0;0;0;0;2;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;68;0,00000658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;57;0,00000552;0;0;0;27;183;0,00001772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;32;0,0000031;0;0;0;0;0;0;0;0;0;2;155;0,00001501;0;0;0;0;0;0;6;324;0,00003137;0;0;0;94;764;0,00007397
X0447;23/10/2019;46,2446;46,1793;-4,4601;-4,4579;683,1;field experiment;0;0;0;6;49;0,00000485;0;0;0;32;176;0,00001742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0,0000002;0;0;0;0;0;0;0;0;0;1;4;0,0000004;10;46;0,00000455;0;0;0;15;5;0,00000049;0;0;0;1;12;0,00000119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17;0,00000168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;453;0,00004483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0,0000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0,0000001;0;0;0;0;0;0;3;1;0,0000001;2;98;0,0000097;0;0;0;0;0;0;8;33;0,00000327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;89;0,00000881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0,00000099;0;0;0;0;0;0;6;210;0,00002078;0;0;0;47;589;0,00005828
X0453;24/10/2019;45,8346;45,7998;-3,8477;-3,9131;669,92;field experiment;0;0;0;3;26;0,00000293;0;0;0;18;87;0,00000981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8;0,0000009;0;0;0;0;0;0;0;0;0;2;7;0,00000079;0;0;0;0;0;0;54;35;0,00000395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0,00000068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;729;0,0000822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0,00000023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0,00000023;0;0;0;0;0;0;14;24;0,00000271;0;0;0;0;0;0;0;0;0;4;13;0,00000147;0;0;0;0;0;0;0;0;0;1;5;0,00000056;0;0;0;0;0;0;0;0;0;9;10;0,00000113;0;0;0;0;0;0;0;0;0;1;1;0,00000011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;60;0,00000677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;30;0,00000338;3;14;0,00000158;0;0;0;0;0;0;3;87;0,00000981;0;0;0;137;1057;0,00011919
X0458;25/10/2019;45,1768;45,1427;-3,3584;-3,4266;756,46;field experiment;0;0;0;11;98;0,00001076;0;0;0;8;90;0,00000988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;25;0,00000274;0;0;0;0;0;0;0;0;0;0;0;0;3;13;0,00000143;1;32;0,00000351;27;24;0,00000263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0,00000055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;402;0,00004412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0,00000055;0;0;0;0;0;0;2;1;0,00000011;0;0;0;1;38;0,00000417;2;1;0,00000011;0;0;0;0;0;0;0;0;0;43;192;0,00002107;0;0;0;5;71;0,00000779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;93;0,00001021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;60;0,00000658;0;0;0;0;0;0;2;79;0,00000867;0;0;0;28;414;0,00004543
X0464;26/10/2019;44,8893;44,8657;-2,3988;-2,4845;784,58;field experiment;0;0;0;3;17;0,00000169;0;0;0;6;58;0,00000576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;22;0,00000219;0;0;0;0;0;0;0;0;0;1;4;0,0000004;2;12;0,00000119;0;0;0;36;22;0,00000219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;51;0,00000507;0;0;0;3;4;0,0000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;552;0,00005484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;11;0,00000109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;39;0,00000387;0;0;0;4;32;0,00000318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;37;0,00000368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;58;0,00000576;1;39;0,00000387;0;0;0;0;0;0;3;30;0,00000298;0;0;0;47;478;0,00004749
X0470;27/10/2019;44,6599;44,6812;-2,1847;-2,2729;786;field experiment;0;0;0;6;35;0,0000034;0;0;0;7;75;0,00000729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;23;0,00000224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;41;0,00000399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0,00000019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;407;0,00003957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;6;0,00000058;0;0;0;0;0;0;5;9;0,00000088;0;0;0;0;0;0;0;0;0;42;107;0,0000104;0;0;0;1;13;0,00000126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;21;0,00000204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;163;0,00001585;0;0;0;54;542;0,0000527
X0476;28/10/2019;43,7029;43,6343;-2,1974;-2,1887;754,48;field experiment;0;0;0;11;88;0,00000818;0;0;0;2;33;0,00000307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;51;0,00000474;0;0;0;0;0;0;1;14;0,0000013;0;0;0;1;5;0,00000046;2;21;0,00000195;92;99;0,00000921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;543;0,00005049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0,00000074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;51;0,00000474;0;0;0;0;0;0;14;16;0,00000149;0;0;0;0;0;0;0;0;0;29;58;0,00000539;0;0;0;1;7;0,00000065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;34;0,00000316;0;0;0;0;0;0;0;0;0;3;3;0,00000028;1;;        ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;308;0,00002864;6;287;0,00002669;0;0;0;0;0;0;5;141;0,00001311;0;0;0;66;613;0,000057
